# Date,,Receipt_Count
4/1/2021,4,8353242
4/2/2021,4,8042185
4/3/2021,4,8401675
4/4/2021,4,8134408
4/5/2021,4,8422480
4/6/2021,4,8140096
4/7/2021,4,8385138
4/8/2021,4,8619576
4/9/2021,4,7961949
4/10/2021,4,8388608
4/11/2021,4,8458290
4/12/2021,4,8206730
4/13/2021,4,8319338
4/14/2021,4,8726486
4/15/2021,4,8342572
4/16/2021,4,8438884
4/17/2021,4,8186918
4/18/2021,4,8195134
4/19/2021,4,8366630
4/20/2021,4,8282495
4/21/2021,4,8641338
4/22/2021,4,8521710
4/23/2021,4,8255078
4/24/2021,4,8221890
4/25/2021,4,8509398
4/26/2021,4,8055670
4/27/2021,4,8266410
4/28/2021,4,8367438
4/29/2021,4,8704248
4/30/2021,4,8728816
5/1/2021,5,8231674
5/2/2021,5,8278534
5/3/2021,5,8727522
5/4/2021,5,8649710
5/5/2021,5,8519563
5/6/2021,5,8435867
5/7/2021,5,8227322
5/8/2021,5,8383810
5/9/2021,5,8109287
5/10/2021,5,8518147
5/11/2021,5,8472640
5/12/2021,5,8359580
5/13/2021,5,8262562
5/14/2021,5,8503389
5/15/2021,5,8498352
5/16/2021,5,9066670
5/17/2021,5,8744235
5/18/2021,5,8688343
5/19/2021,5,8475700
5/20/2021,5,8471826
5/21/2021,5,9020316
5/22/2021,5,8399861
5/23/2021,5,8387758
5/24/2021,5,8637948
5/25/2021,5,8088783
5/26/2021,5,8148275
5/27/2021,5,8682340
5/28/2021,5,8879871
5/29/2021,5,8680501
5/30/2021,5,8083372
5/31/2021,5,8517990
6/1/2021,6,8491801
6/2/2021,6,9031534
6/3/2021,6,8319351
6/4/2021,6,8553246
6/5/2021,6,8534097
6/6/2021,6,8462584
6/7/2021,6,8691699
6/8/2021,6,8686964
6/9/2021,6,8550358
6/10/2021,6,8143101
6/11/2021,6,8645316
6/12/2021,6,8928652
6/13/2021,6,9082265
6/14/2021,6,8796515
6/15/2021,6,8629607
6/16/2021,6,8827278
6/17/2021,6,8946278
6/18/2021,6,8390857
6/19/2021,6,8782778
6/20/2021,6,8817338
6/21/2021,6,8543719
6/22/2021,6,8590990
6/23/2021,6,8774391
6/24/2021,6,8913737
6/25/2021,6,8665876
6/26/2021,6,8707038
6/27/2021,6,8869334
6/28/2021,6,9186579
6/29/2021,6,8372464
6/30/2021,6,8721093
7/1/2021,7,8704509
7/2/2021,7,8939614
7/3/2021,7,9267015
7/4/2021,7,8544557
7/5/2021,7,8735065
7/6/2021,7,8326629
7/7/2021,7,8831147
7/8/2021,7,8857992
7/9/2021,7,9160117
7/10/2021,7,8672036
7/11/2021,7,8670423
7/12/2021,7,8869283
7/13/2021,7,8686309
7/14/2021,7,8654144
7/15/2021,7,8860853
7/16/2021,7,9198488
7/17/2021,7,8960260
7/18/2021,7,9122667
7/19/2021,7,9138658
7/20/2021,7,8987305
7/21/2021,7,8899455
7/22/2021,7,9017914
7/23/2021,7,8480182
7/24/2021,7,8603099
7/25/2021,7,8636410
7/26/2021,7,8996817
7/27/2021,7,9024807
7/28/2021,7,9329236
7/29/2021,7,8979426
7/30/2021,7,8909272
7/31/2021,7,8712314
8/1/2021,8,8861903
8/2/2021,8,8913143
8/3/2021,8,9223398
8/4/2021,8,9410437
8/5/2021,8,9212329
8/6/2021,8,9062121
8/7/2021,8,9432522
8/8/2021,8,9111057
8/9/2021,8,8971236
8/10/2021,8,8799249
8/11/2021,8,9127038
8/12/2021,8,9362940
8/13/2021,8,9077857
8/14/2021,8,9413465
8/15/2021,8,8950079
8/16/2021,8,9215173
8/17/2021,8,9056307
8/18/2021,8,8968187
8/19/2021,8,9357610
8/20/2021,8,8971426
8/21/2021,8,9238276
8/22/2021,8,9372279
8/23/2021,8,9589375
8/24/2021,8,8961875
8/25/2021,8,9160096
8/26/2021,8,9052229
8/27/2021,8,8778271
8/28/2021,8,9245534
8/29/2021,8,9384023
8/30/2021,8,9474742
8/31/2021,8,9189054
9/1/2021,9,9167277
9/2/2021,9,9123056
9/3/2021,9,9251321
9/4/2021,9,9377700
9/5/2021,9,9782022
9/6/2021,9,8930331
9/7/2021,9,9718666
9/8/2021,9,9262001
9/9/2021,9,9095889
9/10/2021,9,9364629
9/11/2021,9,9508131
9/12/2021,9,9264013
9/13/2021,9,9461281
9/14/2021,9,9032235
9/15/2021,9,9574777
9/16/2021,9,9189740
9/17/2021,9,9508023
9/18/2021,9,9580631
9/19/2021,9,9697272
9/20/2021,9,9292315
9/21/2021,9,9090518
9/22/2021,9,9294810
9/23/2021,9,9400956
9/24/2021,9,9871832
9/25/2021,9,9569204
9/26/2021,9,9583588
9/27/2021,9,9412385
9/28/2021,9,9221235
9/29/2021,9,9328174
9/30/2021,9,9192142
10/1/2021,10,9432155
10/2/2021,10,9755500
10/3/2021,10,9562636
10/4/2021,10,9497084
10/5/2021,10,9656472
10/6/2021,10,9461320
10/7/2021,10,9363588
10/8/2021,10,9834844
10/9/2021,10,9113802
10/10/2021,10,9290592
10/11/2021,10,9282316
10/12/2021,10,9725761
10/13/2021,10,9449353
10/14/2021,10,9492895
10/15/2021,10,9599402
10/16/2021,10,9664876
10/17/2021,10,9702569
10/18/2021,10,9574962
10/19/2021,10,9540428
10/20/2021,10,9617606
10/21/2021,10,9509561
10/22/2021,10,9417190
10/23/2021,10,9748484
10/24/2021,10,9476970
10/25/2021,10,9373507
10/26/2021,10,9646801
10/27/2021,10,9635634
10/28/2021,10,9530612
10/29/2021,10,9627467
10/30/2021,10,9879362
10/31/2021,10,9501436
11/1/2021,11,9631220
11/2/2021,11,10004975
11/3/2021,11,9749567
11/4/2021,11,9925777
11/5/2021,11,9863408
11/6/2021,11,9933505
11/7/2021,11,9383028
11/8/2021,11,9607159
11/9/2021,11,9707735
11/10/2021,11,9691895
11/11/2021,11,9854091
11/12/2021,11,9695957
11/13/2021,11,10047149
11/14/2021,11,9845653
11/15/2021,11,9656831
11/16/2021,11,10285056
11/17/2021,11,9606579
11/18/2021,11,9928425
11/19/2021,11,9980182
11/20/2021,11,9915679
11/21/2021,11,9837099
11/22/2021,11,9608834
11/23/2021,11,9893666
11/24/2021,11,9897017
11/25/2021,11,10129048
11/26/2021,11,9828852
11/27/2021,11,10014982
11/28/2021,11,10057900
11/29/2021,11,10204676
11/30/2021,11,10299217
12/1/2021,12,9731627
12/2/2021,12,9674146
12/3/2021,12,9679469
12/4/2021,12,10060861
12/5/2021,12,9771507
12/6/2021,12,9726983
12/7/2021,12,10152789
12/8/2021,12,9961637
12/9/2021,12,9888931
12/10/2021,12,10016144
12/11/2021,12,10025271
12/12/2021,12,10013123
12/13/2021,12,10144930
12/14/2021,12,10246870
12/15/2021,12,9838107
12/16/2021,12,9845904
12/17/2021,12,10220516
12/18/2021,12,9835059
12/19/2021,12,9572522
12/20/2021,12,10379305
12/21/2021,12,9680446
12/22/2021,12,10124238
12/23/2021,12,9464659
12/24/2021,12,9703857
12/25/2021,12,10045897
12/26/2021,12,10738865
12/27/2021,12,10350408
12/28/2021,12,10219445
12/29/2021,12,10313337
12/30/2021,12,10310644
12/31/2021,12,10211187
